Customer ID,Churn Reason, Total Revenue ,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status,Churn Category
2223-GDSHL,,10237.91,Male,41,Yes,1,Fountain Valley,92708,33.712036,-117.950113,5,71,Offer A,Yes,26.38,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8297.5,42.57,110,1872.98,Stayed,
5161-UBZXI,,10221.85,Male,38,Yes,2,Alamo,94507,37.855717,-121.994813,1,69,None,Yes,42.9,No,Yes,Fiber Optic,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.35,7261.75,0,0,2960.1,Stayed,
3761-FLYZI,,10215.38,Female,69,Yes,0,Los Angeles,90011,34.00709,-118.258681,4,65,None,Yes,48.53,Yes,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.8,7082.45,21.52,0,3154.45,Stayed,
8375-KVTHK,,10211.03,Male,43,Yes,0,Fort Bragg,95437,39.455555,-123.683979,1,68,None,Yes,49.51,No,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,6754.35,0,90,3366.68,Stayed,
5965-GGPRW,,10205.35,Male,41,Yes,2,Hayward,94541,37.674002,-122.076796,5,72,Offer A,Yes,36.05,Yes,Yes,Fiber Optic,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.25,7609.75,0,0,2595.6,Stayed,
3870-SPZSI,,10196.55,Female,56,Yes,2,Wilton,95693,38.392559,-121.225093,4,70,Offer A,Yes,33.25,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.05,7869.05,0,0,2327.5,Stayed,
7503-MIOGA,,10190.07,Female,68,Yes,0,Shandon,93461,35.634488,-120.293534,0,72,Offer A,Yes,48.51,Yes,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,89.85,6697.35,0,0,3492.72,Stayed,
3655-SNQYZ,,10188.02,Female,48,Yes,0,Los Angeles,90017,34.052842,-118.264495,7,69,Offer A,Yes,33.23,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.25,7895.15,0,0,2292.87,Stayed,
4616-ULAOA,,10184.55,Female,33,Yes,2,Escondido,92029,33.079834,-117.134275,1,65,Offer B,Yes,45.21,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,0,0,2938.65,Stayed,
3831-YCPUO,,10175.46,Female,38,Yes,1,Glencoe,95232,38.358464,-120.579304,3,72,None,Yes,32.23,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.5,7854.9,0,0,2320.56,Stayed,
8869-LIHMK,,10169.89,Female,51,No,0,King City,93930,36.220761,-120.980777,0,64,None,Yes,44.31,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.1,7334.05,0,0,2835.84,Stayed,
4806-DXQCE,,10167.59,Female,77,Yes,0,Santa Monica,90404,34.026334,-118.474222,7,70,None,Yes,35.39,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,0,2477.3,Stayed,
1545-JFUML,,10162.86,Male,50,Yes,0,San Diego,92111,32.805518,-117.169052,5,71,None,Yes,44.06,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,99,6994.6,0,40,3128.26,Stayed,
2632-UCGVD,Extra data charges,10162.00,Male,71,Yes,0,Fairfield,94533,38.287136,-122.02711,6,66,None,Yes,49.85,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.05,6871.9,0,0,3290.1,Churned,Price
0727-BNRLG,,10148.70,Male,41,No,0,Los Angeles,90064,34.037251,-118.423573,0,69,Offer A,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0,0,3405.15,Stayed,
6859-QNXIQ,,10143.54,Female,43,Yes,5,Costa Mesa,92626,33.678591,-117.905471,10,72,None,Yes,26.32,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.1,8248.5,0,0,1895.04,Stayed,
5663-QBGIS,,10141.32,Male,65,Yes,0,La Canada Flintridge,91011,34.234912,-118.153729,0,72,None,Yes,44.61,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,98.35,6929.4,0,0,3211.92,Stayed,
4827-LTQRJ,,10139.93,Female,70,Yes,2,Shasta,96087,40.617614,-122.512861,1,66,None,Yes,44.38,Yes,Yes,Fiber Optic,28,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,110.6,7210.85,0,0,2929.08,Stayed,
3729-OWRVL,,10121.10,Male,80,No,0,Pixley,93256,35.957019,-119.330928,0,65,None,Yes,44.23,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.35,7246.15,0,0,2874.95,Stayed,
3841-NFECX,,10105.37,Female,69,Yes,0,Los Angeles,90033,34.050198,-118.210946,3,71,None,Yes,47.02,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,96.35,6766.95,0,0,3338.42,Stayed,
3597-YASZG,,10103.15,Female,73,Yes,0,Tustin,92782,33.738543,-117.785046,3,70,Offer A,Yes,39.34,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.45,7349.35,0,0,2753.8,Stayed,
4119-ZYPZY,,10094.00,Male,67,No,0,Glendale,91204,34.136306,-118.26036,0,71,None,Yes,34.8,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8,7623.2,0,0,2470.8,Stayed,
0100-DUVFC,,10067.14,Male,66,Yes,0,Wilmington,90744,33.782068,-118.262263,3,70,None,Yes,39.49,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.8,7308.95,6.11,0,2764.3,Stayed,
6445-TNRXS,,10065.97,Male,61,Yes,1,Richmond,94805,37.941456,-122.320968,5,68,Offer A,Yes,32.59,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.7,7849.85,0,0,2216.12,Stayed,
9298-WGMRW,,10063.79,Female,26,Yes,0,Echo Lake,95721,38.851842,-120.076204,4,72,Offer A,Yes,24.32,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,8312.75,0,0,1751.04,Stayed,
1480-BKXGA,,10063.54,Male,75,Yes,0,Mentone,92359,34.103578,-117.04054,5,72,Offer A,Yes,21.37,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8404.9,0,120,1538.64,Stayed,
2984-TBYKU,,10052.49,Male,38,Yes,3,Barstow,92311,34.965648,-117.001509,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,0,0,2319.84,Stayed,
4686-GEFRM,,10025.70,Male,23,Yes,0,Pioneertown,92268,34.201108,-116.593456,5,70,Offer A,Yes,45.24,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,6858.9,0,0,3166.8,Stayed,
2615-YVMYX,,10025.44,Male,68,Yes,0,Chula Vista,91915,32.605012,-116.97595,7,71,None,Yes,30.59,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.5,7713.55,0,140,2171.89,Stayed,
9053-JZFKV,Don't know,10022.26,Male,25,No,0,Redway,95560,40.142256,-123.852927,0,67,Offer A,Yes,33.88,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,116.2,7752.3,0,0,2269.96,Churned,Other
8920-NAVAY,,10016.95,Male,66,No,0,Los Angeles,90045,33.954017,-118.402447,0,62,None,Yes,47.8,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.75,7053.35,0,0,2963.6,Stayed,
5502-RLUYV,Competitor made better offer,10013.70,Female,42,Yes,0,Milpitas,95035,37.441931,-121.878502,1,69,None,Yes,37.2,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,7446.9,0,0,2566.8,Churned,Competitor
1043-UXOVO,,10009.70,Female,25,No,0,Sacramento,95830,38.490508,-121.284171,0,71,Offer A,Yes,28.4,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,0,0,2016.4,Stayed,
3705-RHRFR,,10004.50,Female,52,Yes,0,Ukiah,95482,39.134075,-123.23422,6,69,None,Yes,45.35,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.15,6875.35,0,0,3129.15,Stayed,
8024-XNAFQ,,10003.07,Female,66,No,0,Isleton,95641,38.154823,-121.601358,0,72,None,Yes,31.31,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.4,7748.75,0,0,2254.32,Stayed,
3726-TBHQT,,9982.85,Male,25,Yes,1,Catheys Valley,95306,37.394411,-120.127262,0,71,None,Yes,25.45,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114,8175.9,0,0,1806.95,Stayed,
8905-IAZPF,,9978.23,Female,32,Yes,0,Capistrano Beach,92624,33.458754,-117.665104,4,69,None,Yes,46.87,No,Yes,Fiber Optic,11,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,95.65,6744.2,0,0,3234.03,Stayed,
4043-MKDTV,,9967.74,Male,54,Yes,0,Rancho Mirage,92270,33.763678,-116.429928,10,71,Offer A,Yes,37.69,No,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,7291.75,0,0,2675.99,Stayed,
6097-EQISJ,Competitor had better devices,9963.97,Female,41,Yes,0,Los Angeles,90058,34.001617,-118.222274,1,66,Offer A,Yes,48.77,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,0,130,3218.82,Churned,Competitor
7203-OYKCT,,9961.84,Male,45,No,0,Palo Verde,92266,33.3249,-114.758334,0,72,None,Yes,33.93,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.95,7544.3,25.42,0,2442.96,Stayed,
2521-NPUZR,,9959.00,Male,26,Yes,0,Santa Maria,93458,34.95934,-120.490081,9,70,Offer A,Yes,41.05,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101,7085.5,0,0,2873.5,Stayed,
3569-JFODW,,9939.97,Female,20,Yes,1,Del Mar,92014,32.948262,-117.256086,2,72,None,Yes,45.66,Yes,Yes,DSL,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,0,0,3287.52,Stayed,
9586-JGQKH,,9915.15,Female,61,Yes,0,Cathedral City,92234,33.829583,-116.474131,8,64,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.4,6794.75,32.24,0,3152.64,Stayed,
9239-GZHZE,,9913.40,Female,25,Yes,0,Carpinteria,93013,34.441398,-119.513163,6,72,Offer A,Yes,24.85,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.65,8124.2,0,0,1789.2,Stayed,
2990-IAJSV,,9902.27,Male,55,No,0,San Francisco,94110,37.750021,-122.415201,0,72,None,Yes,45.41,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92,6632.75,0,0,3269.52,Stayed,
8207-DMRVL,,9900.53,Male,47,Yes,3,Yorba Linda,92886,33.897253,-117.792202,1,72,None,Yes,21.89,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,114.55,8306.05,21.6,40,1576.08,Stayed,
6719-FGEDO,,9897.08,Female,27,Yes,0,Whittier,90606,33.976678,-118.065875,1,72,Offer A,Yes,38.79,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,97,7104.2,0,0,2792.88,Stayed,
2040-XBAVJ,,9896.95,Male,51,Yes,1,Malibu,90263,34.037037,-118.705803,0,72,Offer A,Yes,24.95,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.45,8100.55,0,0,1796.4,Stayed,
4909-JOUPP,,9895.73,Male,76,Yes,0,Tahoma,96142,39.061227,-120.179546,5,72,None,Yes,27.74,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,7898.45,0,0,1997.28,Stayed,
7579-KKLOE,,9893.23,Male,59,Yes,0,Earlimart,93219,35.858054,-119.305858,7,71,Offer A,Yes,46.53,Yes,Yes,DSL,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.25,6589.6,0,0,3303.63,Stayed,
2798-NYLMZ,,9885.87,Male,29,Yes,0,Los Banos,93635,36.995162,-120.955099,10,71,Offer A,Yes,31.97,Yes,Yes,Fiber Optic,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.55,7616,0,0,2269.87,Stayed,
9475-NNDGC,,9881.61,Male,50,Yes,0,Etna,96027,41.405193,-123.008567,8,71,None,Yes,27.16,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.15,7953.25,0,0,1928.36,Stayed,
9788-HNGUT,,9881.04,Male,45,Yes,0,Cabazon,92230,33.929812,-116.76058,9,72,Offer A,Yes,17.87,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.95,8594.4,0,0,1286.64,Stayed,
9297-EONCV,,9880.32,Female,47,No,0,Fremont,94536,37.572273,-121.964583,0,72,Offer A,Yes,44.21,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.35,6697.2,0,0,3183.12,Stayed,
2599-CIPQE,,9874.22,Male,36,Yes,3,Compton,90220,33.88151,-118.234451,4,71,None,Yes,28.47,No,Yes,Fiber Optic,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.3,7782.85,0,70,2021.37,Stayed,
6176-YJWAS,,9871.85,Male,43,Yes,0,Potter Valley,95469,39.408634,-123.045516,1,72,Offer A,Yes,38.3,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.95,7114.25,0,0,2757.6,Stayed,
3199-NPKCN,,9858.66,Female,39,Yes,0,Menlo Park,94025,37.449551,-122.183762,1,67,None,Yes,35.03,Yes,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.25,7511.65,0,0,2347.01,Stayed,
3258-ZKPAI,,9843.63,Male,26,Yes,1,Sacramento,95815,38.608405,-121.449942,7,72,None,Yes,21.29,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.6,8337.45,26.7,0,1532.88,Stayed,
8755-IWJHN,,9825.79,Male,73,Yes,0,Honeydew,95545,40.342928,-124.063329,5,69,None,Yes,49.91,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382,0,0,3443.79,Stayed,
6067-NGCEU,,9822.70,Female,50,No,0,Topanga,90290,34.115192,-118.61017,0,65,None,Yes,41.78,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-3,7107,0,0,2715.7,Stayed,
6308-CQRBU,,9822.08,Female,32,Yes,0,Zenia,95595,40.170357,-123.417298,7,71,None,Yes,29.78,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.25,7707.7,0,0,2114.38,Stayed,
8454-AATJP,,9816.20,Female,41,No,0,Oakland,94607,37.80707,-122.297401,0,72,Offer A,Yes,19.6,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,8405,0,0,1411.2,Stayed,
8374-UULRV,,9811.57,Male,22,No,0,Carmel By The Sea,93921,36.554618,-121.922239,0,72,None,Yes,48.36,Yes,Yes,DSL,71,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,86.05,6309.65,0,20,3481.92,Stayed,
2692-AQCPF,,9806.00,Female,32,Yes,0,San Mateo,94403,37.538309,-122.305109,6,65,Offer B,Yes,41.34,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,7118.9,0,0,2687.1,Stayed,
1320-GVNHT,,9804.61,Male,56,Yes,2,Glendale,91207,34.182378,-118.262922,4,72,None,Yes,27.88,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.4,7767.25,0,30,2007.36,Stayed,
0665-XHDJU,,9802.10,Male,21,Yes,0,Monte Rio,95462,38.471049,-123.015549,7,72,None,Yes,34.95,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.4,7285.7,0,0,2516.4,Stayed,
1135-HIORI,,9786.63,Female,48,Yes,3,Byron,94514,37.83323,-121.601461,3,64,Offer B,Yes,39.37,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.45,7266.95,0,0,2519.68,Stayed,
2193-SFWQW,,9766.86,Male,47,Yes,1,San Rafael,94903,38.018065,-122.546024,9,72,None,Yes,24.08,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,111.95,8033.1,0,0,1733.76,Stayed,
7929-SKFGK,,9761.90,Male,23,Yes,0,Mentone,92359,34.103578,-117.04054,10,70,Offer A,Yes,21.68,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.3,8244.3,0,0,1517.6,Stayed,
9637-CDTKZ,,9761.84,Male,64,Yes,0,Fallbrook,92028,33.362575,-117.299644,6,72,None,Yes,23.27,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.1,8086.4,0,0,1675.44,Stayed,
8853-TZDGH,,9754.43,Female,42,No,0,Palo Cedro,96073,40.582399,-122.195512,0,72,None,Yes,24.19,Yes,Yes,Fiber Optic,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.6,8012.75,0,0,1741.68,Stayed,
6297-NOOPG,,9749.85,Female,41,Yes,0,Temecula,92592,33.507255,-117.029473,4,70,None,Yes,28.54,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.5,7752.05,0,0,1997.8,Stayed,
0530-IJVDB,,9749.40,Male,36,No,2,Jamul,91935,32.695681,-116.798386,0,70,Offer A,Yes,26.67,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.6,7882.5,0,0,1866.9,Stayed,
8984-HPEMB,,9748.50,Female,58,No,0,Lytle Creek,92358,34.238162,-117.534306,0,71,Offer A,Yes,17.9,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.65,8477.6,0,0,1270.9,Stayed,
7408-OFWXJ,,9744.69,Female,23,Yes,0,Fresno,93728,36.757345,-119.818274,3,72,None,Yes,44.92,Yes,Yes,DSL,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.8,6510.45,0,0,3234.24,Stayed,
6365-HITVU,,9742.38,Female,24,Yes,2,Santa Fe Springs,90670,33.933565,-118.062611,5,71,None,Yes,48.08,No,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,87.25,6328.7,0,0,3413.68,Stayed,
6919-ELBGL,,9735.76,Male,75,Yes,0,Big Pine,93513,37.245505,-118.062943,3,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0,0,1539.36,Stayed,
6701-YVNQG,,9733.22,Male,63,Yes,0,Moreno Valley,92553,33.923149,-117.244933,4,72,Offer A,Yes,47.66,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.7,6301.7,0,0,3431.52,Stayed,
5734-EJKXG,,9731.28,Female,25,No,0,Goodyears Bar,95944,39.564113,-120.868836,0,61,Offer B,Yes,38.78,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,7365.7,0,0,2365.58,Stayed,
1469-LBJQJ,,9724.03,Female,39,Yes,0,Victorville,92392,34.486835,-117.362274,6,66,Offer A,Yes,42.23,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,0,0,2787.18,Stayed,
5481-NTDOH,,9719.99,Female,67,Yes,0,Whittier,90603,33.945318,-117.992066,8,67,None,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0,0,2577.49,Stayed,
5055-BRMNE,,9712.95,Female,35,Yes,2,Friant,93626,37.027663,-119.69056,3,67,Offer A,Yes,40.35,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,7009.5,0,0,2703.45,Stayed,
7134-HBPBS,,9708.69,Female,65,No,0,Adelanto,92301,34.667815,-117.536183,0,72,Offer A,Yes,26.87,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,7774.05,0,0,1934.64,Stayed,
3680-CTHUH,,9703.90,Male,22,No,0,Kneeland,95549,40.664483,-123.865325,0,60,None,Yes,44.24,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,7049.5,0,0,2654.4,Stayed,
3084-DOWLE,,9701.28,Female,47,Yes,0,Citrus Heights,95621,38.69549,-121.307864,8,72,Offer A,Yes,43.29,Yes,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,92,6474.4,0,110,3116.88,Stayed,
1343-EHPYB,Competitor made better offer,9686.85,Male,61,Yes,0,San Diego,92122,32.85723,-117.209774,2,63,None,Yes,48.95,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.4,6603,0,0,3083.85,Churned,Competitor
9715-WZCLW,,9685.69,Male,28,Yes,2,Fontana,92335,34.087558,-117.464096,7,71,Offer A,Yes,39.09,Yes,Yes,Fiber Optic,69,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,6910.3,0,0,2775.39,Stayed,
7873-CVMAW,,9681.55,Male,61,No,0,Van Nuys,91405,34.202494,-118.448048,0,72,None,Yes,46.1,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0,0,3319.2,Stayed,
8480-PPONV,,9679.97,Male,56,Yes,3,Guerneville,95446,38.52576,-123.013347,3,62,None,Yes,40.66,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,7159.05,0,0,2520.92,Stayed,
4077-HWUYD,,9675.07,Male,59,Yes,3,Modesto,95354,37.639029,-120.964772,1,72,None,Yes,44.61,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-7,6463.15,0,0,3211.92,Stayed,
7730-CLDSV,,9664.57,Female,61,Yes,2,Brentwood,94513,37.908242,-121.682472,6,72,Offer A,Yes,35.21,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.65,7129.45,0,0,2535.12,Stayed,
6990-YNRIO,Attitude of support person,9660.15,Male,53,Yes,0,Agoura Hills,91301,34.129058,-118.759788,0,65,None,Yes,41.88,Yes,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,6937.95,0,0,2722.2,Churned,Attitude
